"","hgnc_symbol","description"
"ENSG00000177425","PAWR","pro-apoptotic WT1 regulator [Source:HGNC Symbol;Acc:HGNC:8614]"
"ENSG00000177447","CBX3P1","CBX3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:33950]"
"ENSG00000177542","SLC25A22","solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]"
"ENSG00000177595","PIDD1","p53-induced death domain protein 1 [Source:HGNC Symbol;Acc:HGNC:16491]"
"ENSG00000177600","RPLP2","ribosomal protein lateral stalk subunit P2 [Source:HGNC Symbol;Acc:HGNC:10377]"
"ENSG00000177613","CSTF2T","cleavage stimulation factor subunit 2 tau variant [Source:HGNC Symbol;Acc:HGNC:17086]"
"ENSG00000177640","CASC2","cancer susceptibility 2 [Source:HGNC Symbol;Acc:HGNC:22933]"
"ENSG00000177666","PNPLA2","patatin like phospholipase domain containing 2 [Source:HGNC Symbol;Acc:HGNC:30802]"
"ENSG00000177685","CRACR2B","calcium release activated channel regulator 2B [Source:HGNC Symbol;Acc:HGNC:28703]"
"ENSG00000177697","CD151","CD151 molecule (Raph blood group) [Source:HGNC Symbol;Acc:HGNC:1630]"
"ENSG00000177700","POLR2L","RNA polymerase II, I and III subunit L [Source:HGNC Symbol;Acc:HGNC:9199]"
"ENSG00000177830","CHID1","chitinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28474]"
"ENSG00000177853","ZNF518A","zinc finger protein 518A [Source:HGNC Symbol;Acc:HGNC:29009]"
"ENSG00000177889","UBE2N","ubiquitin conjugating enzyme E2 N [Source:HGNC Symbol;Acc:HGNC:12492]"
"ENSG00000177951","BET1L","Bet1 golgi vesicular membrane trafficking protein like [Source:HGNC Symbol;Acc:HGNC:19348]"
"ENSG00000177963","RIC8A","RIC8 guanine nucleotide exchange factor A [Source:HGNC Symbol;Acc:HGNC:29550]"
"ENSG00000177981","ASB8","ankyrin repeat and SOCS box containing 8 [Source:HGNC Symbol;Acc:HGNC:17183]"
"ENSG00000178105","DDX10","DEAD-box helicase 10 [Source:HGNC Symbol;Acc:HGNC:2735]"
"ENSG00000178202","POGLUT3","protein O-glucosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:28496]"
"ENSG00000178217","SH2D4B","SH2 domain containing 4B [Source:HGNC Symbol;Acc:HGNC:31440]"
"ENSG00000178301","AQP11","aquaporin 11 [Source:HGNC Symbol;Acc:HGNC:19940]"
"ENSG00000178401","DNAJC22","DnaJ heat shock protein family (Hsp40) member C22 [Source:HGNC Symbol;Acc:HGNC:25802]"
"ENSG00000178429","RPS3AP5","RPS3A pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:23744]"
"ENSG00000178440","TIMM23B-AGAP6","TIMM23B-AGAP6 readthrough (NMD candidate) [Source:HGNC Symbol;Acc:HGNC:45009]"
"ENSG00000178445","GLDC","glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]"
"ENSG00000178449","COX14","cytochrome c oxidase assembly factor COX14 [Source:HGNC Symbol;Acc:HGNC:28216]"
"ENSG00000178473","UCN3","urocortin 3 [Source:HGNC Symbol;Acc:HGNC:17781]"
"ENSG00000178498","DTX3","deltex E3 ubiquitin ligase 3 [Source:HGNC Symbol;Acc:HGNC:24457]"
"ENSG00000178695","KCTD12","potassium channel tetramerization domain containing 12 [Source:HGNC Symbol;Acc:HGNC:14678]"
"ENSG00000178795","GDPD4","glycerophosphodiester phosphodiesterase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24849]"
"ENSG00000178878","APOLD1","apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]"
"ENSG00000178882","RFLNA","refilin A [Source:HGNC Symbol;Acc:HGNC:27051]"
"ENSG00000178919","FOXE1","forkhead box E1 [Source:HGNC Symbol;Acc:HGNC:3806]"
"ENSG00000179057","IGSF22","immunoglobulin superfamily member 22 [Source:HGNC Symbol;Acc:HGNC:26750]"
"ENSG00000179058","C9orf50","chromosome 9 open reading frame 50 [Source:HGNC Symbol;Acc:HGNC:23677]"
"ENSG00000179071","CCDC89","coiled-coil domain containing 89 [Source:HGNC Symbol;Acc:HGNC:26762]"
"ENSG00000179088","C12orf42","chromosome 12 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:24729]"
"ENSG00000179104","TMTC2","transmembrane O-mannosyltransferase targeting cadherins 2 [Source:HGNC Symbol;Acc:HGNC:25440]"
"ENSG00000179119","SPTY2D1","SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]"
"ENSG00000179133","C10orf67","chromosome 10 open reading frame 67 [Source:HGNC Symbol;Acc:HGNC:28716]"
"ENSG00000179195","ZNF664","zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]"
"ENSG00000179240","GVQW3","GVQW motif containing 3 [Source:HGNC Symbol;Acc:HGNC:51239]"
"ENSG00000179241","LDLRAD3","low density lipoprotein receptor class A domain containing 3 [Source:HGNC Symbol;Acc:HGNC:27046]"
"ENSG00000179292","TMEM151A","transmembrane protein 151A [Source:HGNC Symbol;Acc:HGNC:28497]"
"ENSG00000179295","PTPN11","protein tyrosine phosphatase non-receptor type 11 [Source:HGNC Symbol;Acc:HGNC:9644]"
"ENSG00000179431","FJX1","four-jointed box kinase 1 [Source:HGNC Symbol;Acc:HGNC:17166]"
"ENSG00000179520","SLC17A8","solute carrier family 17 member 8 [Source:HGNC Symbol;Acc:HGNC:20151]"
"ENSG00000179532","DNHD1","dynein heavy chain domain 1 [Source:HGNC Symbol;Acc:HGNC:26532]"
"ENSG00000179715","PCED1B","PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]"
"ENSG00000179774","ATOH7","atonal bHLH transcription factor 7 [Source:HGNC Symbol;Acc:HGNC:13907]"
"ENSG00000179899","PHC1P1","polyhomeotic homolog 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:34502]"
"ENSG00000179912","R3HDM2","R3H domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29167]"
"ENSG00000179941","BBS10","Bardet-Biedl syndrome 10 [Source:HGNC Symbol;Acc:HGNC:26291]"
"ENSG00000179988","PSTK","phosphoseryl-tRNA kinase [Source:HGNC Symbol;Acc:HGNC:28578]"
"ENSG00000180066","LINC02870","long intergenic non-protein coding RNA 2870 [Source:HGNC Symbol;Acc:HGNC:27275]"
"ENSG00000180071","ANKRD18A","ankyrin repeat domain 18A [Source:HGNC Symbol;Acc:HGNC:23643]"
"ENSG00000180176","TH","tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]"
"ENSG00000180210","F2","coagulation factor II, thrombin [Source:HGNC Symbol;Acc:HGNC:3535]"
"ENSG00000180263","FGD6","FYVE, RhoGEF and PH domain containing 6 [Source:HGNC Symbol;Acc:HGNC:21740]"
"ENSG00000180264","ADGRD2","adhesion G protein-coupled receptor D2 [Source:HGNC Symbol;Acc:HGNC:18651]"
"ENSG00000180318","ALX1","ALX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:1494]"
"ENSG00000180423","HARBI1","harbinger transposase derived 1 [Source:HGNC Symbol;Acc:HGNC:26522]"
"ENSG00000180425","C11orf71","chromosome 11 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:25937]"
"ENSG00000180481","GLIPR1L2","GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]"
"ENSG00000180525","DIP2C-AS1","DIP2C antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:30724]"
"ENSG00000180574","EIF2S3B","eukaryotic translation initiation factor 2 subunit gamma B [Source:HGNC Symbol;Acc:HGNC:43863]"
"ENSG00000180581","SRP9P1","signal recognition particle 9 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:23402]"
"ENSG00000180592","SKIDA1","SKI/DACH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:32697]"
"ENSG00000180628","PCGF5","polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]"
"ENSG00000180720","CHRM4","cholinergic receptor muscarinic 4 [Source:HGNC Symbol;Acc:HGNC:1953]"
"ENSG00000180745","CLRN3","clarin 3 [Source:HGNC Symbol;Acc:HGNC:20795]"
"ENSG00000180773","SLC36A4","solute carrier family 36 member 4 [Source:HGNC Symbol;Acc:HGNC:19660]"
"ENSG00000180806","HOXC9","homeobox C9 [Source:HGNC Symbol;Acc:HGNC:5130]"
"ENSG00000180817","PPA1","inorganic pyrophosphatase 1 [Source:HGNC Symbol;Acc:HGNC:9226]"
"ENSG00000180878","C11orf42","chromosome 11 open reading frame 42 [Source:HGNC Symbol;Acc:HGNC:28541]"
"ENSG00000180881","CAPS2","calcyphosine 2 [Source:HGNC Symbol;Acc:HGNC:16471]"
"ENSG00000180919","OR56B4","olfactory receptor family 56 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:15248]"
"ENSG00000181074","OR52N4","olfactory receptor family 52 subfamily N member 4 [Source:HGNC Symbol;Acc:HGNC:15230]"
"ENSG00000181192","DHTKD1","dehydrogenase E1 and transketolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23537]"
"ENSG00000181264","TLCD5","TLC domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28280]"
"ENSG00000181274","FRAT2","FRAT regulator of WNT signaling pathway 2 [Source:HGNC Symbol;Acc:HGNC:16048]"
"ENSG00000181333","HEPHL1","hephaestin like 1 [Source:HGNC Symbol;Acc:HGNC:30477]"
"ENSG00000181418","DDN","dendrin [Source:HGNC Symbol;Acc:HGNC:24458]"
"ENSG00000181649","PHLDA2","pleckstrin homology like domain family A member 2 [Source:HGNC Symbol;Acc:HGNC:12385]"
"ENSG00000181830","SLC35C1","solute carrier family 35 member C1 [Source:HGNC Symbol;Acc:HGNC:20197]"
"ENSG00000181852","RNF41","ring finger protein 41 [Source:HGNC Symbol;Acc:HGNC:18401]"
"ENSG00000181908","LINC02724","long intergenic non-protein coding RNA 2724 [Source:HGNC Symbol;Acc:HGNC:54241]"
"ENSG00000181915","ADO","2-aminoethanethiol dioxygenase [Source:HGNC Symbol;Acc:HGNC:23506]"
"ENSG00000181924","COA4","cytochrome c oxidase assembly factor 4 homolog [Source:HGNC Symbol;Acc:HGNC:24604]"
"ENSG00000181929","PRKAG1","protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]"
"ENSG00000182010","RTKN2","rhotekin 2 [Source:HGNC Symbol;Acc:HGNC:19364]"
"ENSG00000182022","CHST15","carbohydrate sulfotransferase 15 [Source:HGNC Symbol;Acc:HGNC:18137]"
"ENSG00000182050","MGAT4C","MGAT4 family member C [Source:HGNC Symbol;Acc:HGNC:30871]"
"ENSG00000182150","ERCC6L2","ERCC excision repair 6 like 2 [Source:HGNC Symbol;Acc:HGNC:26922]"
"ENSG00000182180","MRPS16","mitochondrial ribosomal protein S16 [Source:HGNC Symbol;Acc:HGNC:14048]"
"ENSG00000182196","ARL6IP4","ADP ribosylation factor like GTPase 6 interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:18076]"
"ENSG00000182199","SHMT2","serine hydroxymethyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:10852]"
"ENSG00000182208","MOB2","MOB kinase activator 2 [Source:HGNC Symbol;Acc:HGNC:24904]"
"ENSG00000182255","KCNA4","potassium voltage-gated channel subfamily A member 4 [Source:HGNC Symbol;Acc:HGNC:6222]"
"ENSG00000182272","B4GALNT4","beta-1,4-N-acetyl-galactosaminyltransferase 4 [Source:HGNC Symbol;Acc:HGNC:26315]"
"ENSG00000182326","C1S","complement C1s [Source:HGNC Symbol;Acc:HGNC:1247]"
"ENSG00000182359","KBTBD3","kelch repeat and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22934]"
"ENSG00000182379","NXPH4","neurexophilin 4 [Source:HGNC Symbol;Acc:HGNC:8078]"
"ENSG00000182544","MFSD5","major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]"
"ENSG00000182704","TSKU","tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]"
"ENSG00000182782","HCAR2","hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]"
"ENSG00000182791","CCDC87","coiled-coil domain containing 87 [Source:HGNC Symbol;Acc:HGNC:25579]"
"ENSG00000182796","TMEM198B","transmembrane protein 198B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43629]"
"ENSG00000182870","GALNT9","polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]"
"ENSG00000182919","C11orf54","chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204]"
"ENSG00000182934","SRPRA","SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]"
"ENSG00000182957","SPATA13","spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]"
"ENSG00000182985","CADM1","cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]"
"ENSG00000182993","C12orf60","chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:28726]"
"ENSG00000183020","AP2A2","adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]"
"ENSG00000183049","CAMK1D","calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]"
"ENSG00000183087","GAS6","growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]"
"ENSG00000183134","PTGDR2","prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]"
"ENSG00000183150","GPR19","G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]"
"ENSG00000183161","FANCF","FA complementation group F [Source:HGNC Symbol;Acc:HGNC:3587]"
"ENSG00000183230","CTNNA3","catenin alpha 3 [Source:HGNC Symbol;Acc:HGNC:2511]"
"ENSG00000183251","OR51B4","olfactory receptor family 51 subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:14708]"
"ENSG00000183283","DAZAP2","DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]"
"ENSG00000183340","JRKL","JRK like [Source:HGNC Symbol;Acc:HGNC:6200]"
"ENSG00000183495","EP400","E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]"
"ENSG00000183562","","novel transcript, antisense to NAP1L4"
"ENSG00000183605","SFXN4","sideroflexin 4 [Source:HGNC Symbol;Acc:HGNC:16088]"
"ENSG00000183621","ZNF438","zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]"
"ENSG00000183722","LHFPL6","LHFPL tetraspan subfamily member 6 [Source:HGNC Symbol;Acc:HGNC:6586]"
"ENSG00000183734","ASCL2","achaete-scute family bHLH transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:739]"
"ENSG00000183735","TBK1","TANK binding kinase 1 [Source:HGNC Symbol;Acc:HGNC:11584]"
"ENSG00000183801","OLFML1","olfactomedin like 1 [Source:HGNC Symbol;Acc:HGNC:24473]"
"ENSG00000183955","KMT5A","lysine methyltransferase 5A [Source:HGNC Symbol;Acc:HGNC:29489]"
"ENSG00000184014","DENND5A","DENN domain containing 5A [Source:HGNC Symbol;Acc:HGNC:19344]"
"ENSG00000184047","DIABLO","diablo IAP-binding mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:21528]"
"ENSG00000184154","LRRC51","leucine rich repeat containing 51 [Source:HGNC Symbol;Acc:HGNC:55526]"
"ENSG00000184209","SNRNP35","small nuclear ribonucleoprotein U11/U12 subunit 35 [Source:HGNC Symbol;Acc:HGNC:30852]"
"ENSG00000184224","NDUFV1-DT","NDUFV1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:26915]"
"ENSG00000184232","OAF","out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]"
"ENSG00000184271","POU6F1","POU class 6 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9224]"
"ENSG00000184281","TSSC4","tumor suppressing subtransferable candidate 4 [Source:HGNC Symbol;Acc:HGNC:12386]"
"ENSG00000184363","PKP3","plakophilin 3 [Source:HGNC Symbol;Acc:HGNC:9025]"
"ENSG00000184384","MAML2","mastermind like transcriptional coactivator 2 [Source:HGNC Symbol;Acc:HGNC:16259]"
"ENSG00000184445","KNTC1","kinetochore associated 1 [Source:HGNC Symbol;Acc:HGNC:17255]"
"ENSG00000184524","CEND1","cell cycle exit and neuronal differentiation 1 [Source:HGNC Symbol;Acc:HGNC:24153]"
"ENSG00000184545","DUSP8","dual specificity phosphatase 8 [Source:HGNC Symbol;Acc:HGNC:3074]"
"ENSG00000184564","SLITRK6","SLIT and NTRK like family member 6 [Source:HGNC Symbol;Acc:HGNC:23503]"
"ENSG00000184574","LPAR5","lysophosphatidic acid receptor 5 [Source:HGNC Symbol;Acc:HGNC:13307]"
"ENSG00000184575","XPOT","exportin for tRNA [Source:HGNC Symbol;Acc:HGNC:12826]"
"ENSG00000184613","NELL2","neural EGFL like 2 [Source:HGNC Symbol;Acc:HGNC:7751]"
"ENSG00000184743","ATL3","atlastin GTPase 3 [Source:HGNC Symbol;Acc:HGNC:24526]"
"ENSG00000184752","NDUFA12","NADH:ubiquinone oxidoreductase subunit A12 [Source:HGNC Symbol;Acc:HGNC:23987]"
"ENSG00000184923","NUTM2A","NUT family member 2A [Source:HGNC Symbol;Acc:HGNC:23438]"
"ENSG00000184956","MUC6","mucin 6, oligomeric mucus/gel-forming [Source:HGNC Symbol;Acc:HGNC:7517]"
"ENSG00000184967","NOC4L","nucleolar complex associated 4 homolog [Source:HGNC Symbol;Acc:HGNC:28461]"
"ENSG00000184992","BRI3BP","BRI3 binding protein [Source:HGNC Symbol;Acc:HGNC:14251]"
"ENSG00000184999","SLC22A10","solute carrier family 22 member 10 [Source:HGNC Symbol;Acc:HGNC:18057]"
"ENSG00000185009","AP3M1","adaptor related protein complex 3 subunit mu 1 [Source:HGNC Symbol;Acc:HGNC:569]"
"ENSG00000185046","ANKS1B","ankyrin repeat and sterile alpha motif domain containing 1B [Source:HGNC Symbol;Acc:HGNC:24600]"
"ENSG00000185085","INTS5","integrator complex subunit 5 [Source:HGNC Symbol;Acc:HGNC:29352]"
"ENSG00000185101","ANO9","anoctamin 9 [Source:HGNC Symbol;Acc:HGNC:20679]"
"ENSG00000185163","DDX51","DEAD-box helicase 51 [Source:HGNC Symbol;Acc:HGNC:20082]"
"ENSG00000185187","SIGIRR","single Ig and TIR domain containing [Source:HGNC Symbol;Acc:HGNC:30575]"
"ENSG00000185201","IFITM2","interferon induced transmembrane protein 2 [Source:HGNC Symbol;Acc:HGNC:5413]"
"ENSG00000185238","PRMT3","protein arginine methyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:30163]"
"ENSG00000185267","CDNF","cerebral dopamine neurotrophic factor [Source:HGNC Symbol;Acc:HGNC:24913]"
"ENSG00000185306","C12orf56","chromosome 12 open reading frame 56 [Source:HGNC Symbol;Acc:HGNC:26967]"
"ENSG00000185344","ATP6V0A2","ATPase H+ transporting V0 subunit a2 [Source:HGNC Symbol;Acc:HGNC:18481]"
"ENSG00000185432","TMT1A","thiol methyltransferase 1A [Source:HGNC Symbol;Acc:HGNC:24550]"
"ENSG00000185475","TMEM179B","transmembrane protein 179B [Source:HGNC Symbol;Acc:HGNC:33744]"
"ENSG00000185480","PARPBP","PARP1 binding protein [Source:HGNC Symbol;Acc:HGNC:26074]"
"ENSG00000185482","STAC3","SH3 and cysteine rich domain 3 [Source:HGNC Symbol;Acc:HGNC:28423]"
"ENSG00000185507","IRF7","interferon regulatory factor 7 [Source:HGNC Symbol;Acc:HGNC:6122]"
"ENSG00000185522","LMNTD2","lamin tail domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28561]"
"ENSG00000185532","PRKG1","protein kinase cGMP-dependent 1 [Source:HGNC Symbol;Acc:HGNC:9414]"
"ENSG00000185591","SP1","Sp1 transcription factor [Source:HGNC Symbol;Acc:HGNC:11205]"
"ENSG00000185627","PSMD13","proteasome 26S subunit, non-ATPase 13 [Source:HGNC Symbol;Acc:HGNC:9558]"
"ENSG00000185633","NDUFA4L2","NDUFA4 mitochondrial complex associated like 2 [Source:HGNC Symbol;Acc:HGNC:29836]"
"ENSG00000185664","PMEL","premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]"
"ENSG00000185670","ZBTB3","zinc finger and BTB domain containing 3 [Source:HGNC Symbol;Acc:HGNC:22918]"
"ENSG00000185736","ADARB2","adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]"
"ENSG00000185737","NRG3","neuregulin 3 [Source:HGNC Symbol;Acc:HGNC:7999]"
"ENSG00000185745","IFIT1","interferon induced protein with tetratricopeptide repeats 1 [Source:HGNC Symbol;Acc:HGNC:5407]"
"ENSG00000185875","THNSL1","threonine synthase like 1 [Source:HGNC Symbol;Acc:HGNC:26160]"
"ENSG00000185885","IFITM1","interferon induced transmembrane protein 1 [Source:HGNC Symbol;Acc:HGNC:5412]"
"ENSG00000185920","PTCH1","patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]"
"ENSG00000185950","IRS2","insulin receptor substrate 2 [Source:HGNC Symbol;Acc:HGNC:6126]"
"ENSG00000185958","FAM186A","family with sequence similarity 186 member A [Source:HGNC Symbol;Acc:HGNC:26980]"
"ENSG00000185974","GRK1","G protein-coupled receptor kinase 1 [Source:HGNC Symbol;Acc:HGNC:10013]"
"ENSG00000186076","","phosphoglycerate mutase 1 (brain) (PGAM1) pseudogene"
"ENSG00000186104","CYP2R1","cytochrome P450 family 2 subfamily R member 1 [Source:HGNC Symbol;Acc:HGNC:20580]"
"ENSG00000186166","CENATAC","centrosomal AT-AC splicing factor [Source:HGNC Symbol;Acc:HGNC:30460]"
"ENSG00000186174","BCL9L","BCL9 like [Source:HGNC Symbol;Acc:HGNC:23688]"
"ENSG00000186184","POLR1D","RNA polymerase I and III subunit D [Source:HGNC Symbol;Acc:HGNC:20422]"
"ENSG00000186188","FFAR4","free fatty acid receptor 4 [Source:HGNC Symbol;Acc:HGNC:19061]"
"ENSG00000186280","KDM4D","lysine demethylase 4D [Source:HGNC Symbol;Acc:HGNC:25498]"
"ENSG00000186298","PPP1CC","protein phosphatase 1 catalytic subunit gamma [Source:HGNC Symbol;Acc:HGNC:9283]"
"ENSG00000186318","BACE1","beta-secretase 1 [Source:HGNC Symbol;Acc:HGNC:933]"
"ENSG00000186635","ARAP1","ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]"
"ENSG00000186642","PDE2A","phosphodiesterase 2A [Source:HGNC Symbol;Acc:HGNC:8777]"
"ENSG00000186652","PRG2","proteoglycan 2, pro eosinophil major basic protein [Source:HGNC Symbol;Acc:HGNC:9362]"
"ENSG00000186660","ZFP91","ZFP91 zinc finger protein, atypical E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:14983]"
"ENSG00000186666","BCDIN3D","BCDIN3 domain containing RNA methyltransferase [Source:HGNC Symbol;Acc:HGNC:27050]"
"ENSG00000186710","CFAP73","cilia and flagella associated protein 73 [Source:HGNC Symbol;Acc:HGNC:37100]"
"ENSG00000186714","CCDC73","coiled-coil domain containing 73 [Source:HGNC Symbol;Acc:HGNC:23261]"
"ENSG00000186815","TPCN1","two pore segment channel 1 [Source:HGNC Symbol;Acc:HGNC:18182]"
"ENSG00000186862","PDZD7","PDZ domain containing 7 [Source:HGNC Symbol;Acc:HGNC:26257]"
"ENSG00000186897","C1QL4","complement C1q like 4 [Source:HGNC Symbol;Acc:HGNC:31416]"
"ENSG00000186907","RTN4RL2","reticulon 4 receptor like 2 [Source:HGNC Symbol;Acc:HGNC:23053]"
"ENSG00000186908","ZDHHC17","zinc finger DHHC-type palmitoyltransferase 17 [Source:HGNC Symbol;Acc:HGNC:18412]"
"ENSG00000187049","TMEM216","transmembrane protein 216 [Source:HGNC Symbol;Acc:HGNC:25018]"
"ENSG00000187066","TMEM262","transmembrane protein 262 [Source:HGNC Symbol;Acc:HGNC:49389]"
"ENSG00000187079","TEAD1","TEA domain transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:11714]"
"ENSG00000187109","NAP1L1","nucleosome assembly protein 1 like 1 [Source:HGNC Symbol;Acc:HGNC:7637]"
"ENSG00000187122","SLIT1","slit guidance ligand 1 [Source:HGNC Symbol;Acc:HGNC:11085]"
"ENSG00000187134","AKR1C1","aldo-keto reductase family 1 member C1 [Source:HGNC Symbol;Acc:HGNC:384]"
"ENSG00000187164","SHTN1","shootin 1 [Source:HGNC Symbol;Acc:HGNC:29319]"
"ENSG00000187240","DYNC2H1","dynein cytoplasmic 2 heavy chain 1 [Source:HGNC Symbol;Acc:HGNC:2962]"
"ENSG00000187398","LUZP2","leucine zipper protein 2 [Source:HGNC Symbol;Acc:HGNC:23206]"
"ENSG00000187479","C11orf96","chromosome 11 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:38675]"
"ENSG00000187486","KCNJ11","potassium inwardly rectifying channel subfamily J member 11 [Source:HGNC Symbol;Acc:HGNC:6257]"
"ENSG00000187510","PLEKHG7","pleckstrin homology and RhoGEF domain containing G7 [Source:HGNC Symbol;Acc:HGNC:33829]"
"ENSG00000187522","HSPA14","heat shock protein family A (Hsp70) member 14 [Source:HGNC Symbol;Acc:HGNC:29526]"
"ENSG00000187553","CYP26C1","cytochrome P450 family 26 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:20577]"
"ENSG00000187726","DNAJB13","DnaJ heat shock protein family (Hsp40) member B13 [Source:HGNC Symbol;Acc:HGNC:30718]"
"ENSG00000187778","MCRS1","microspherule protein 1 [Source:HGNC Symbol;Acc:HGNC:6960]"
"ENSG00000187783","TMEM72","transmembrane protein 72 [Source:HGNC Symbol;Acc:HGNC:31658]"
"ENSG00000187848","P2RX2","purinergic receptor P2X 2 [Source:HGNC Symbol;Acc:HGNC:15459]"
"ENSG00000187908","DMBT1","deleted in malignant brain tumors 1 [Source:HGNC Symbol;Acc:HGNC:2926]"
"ENSG00000187950","OVCH1","ovochymase 1 [Source:HGNC Symbol;Acc:HGNC:23080]"
"ENSG00000188026","RILPL1","Rab interacting lysosomal protein like 1 [Source:HGNC Symbol;Acc:HGNC:26814]"
"ENSG00000188070","ZFTA","zinc finger translocation associated [Source:HGNC Symbol;Acc:HGNC:28449]"
"ENSG00000188124","OR2AG2","olfactory receptor family 2 subfamily AG member 2 [Source:HGNC Symbol;Acc:HGNC:15143]"
"ENSG00000188199","NUTM2B","NUT family member 2B [Source:HGNC Symbol;Acc:HGNC:23445]"
"ENSG00000188211","NCR3LG1","natural killer cell cytotoxicity receptor 3 ligand 1 [Source:HGNC Symbol;Acc:HGNC:42400]"
"ENSG00000188234","AGAP4","ArfGAP with GTPase domain, ankyrin repeat and PH domain 4 [Source:HGNC Symbol;Acc:HGNC:23459]"
"ENSG00000188243","COMMD6","COMM domain containing 6 [Source:HGNC Symbol;Acc:HGNC:24015]"
"ENSG00000188312","CENPP","centromere protein P [Source:HGNC Symbol;Acc:HGNC:32933]"
"ENSG00000188375","H3-5","H3.5 histone [Source:HGNC Symbol;Acc:HGNC:33164]"
"ENSG00000188385","JAKMIP3","Janus kinase and microtubule interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23523]"
"ENSG00000188486","H2AX","H2A.X variant histone [Source:HGNC Symbol;Acc:HGNC:4739]"
"ENSG00000188487","INSC","INSC spindle orientation adaptor protein [Source:HGNC Symbol;Acc:HGNC:33116]"
"ENSG00000188596","CFAP54","cilia and flagella associated protein 54 [Source:HGNC Symbol;Acc:HGNC:26456]"
